mutation_rate,crossover_rate,n_hidden_neurons,number_of_crossovers,n_elitism,k_tournament,k_tournament_final_linear_increase_factor,Run 1,Run 2
0.19563248422496884,0.5441261829920259,14.02718147416221,10.363612434962056,17.12049832098519,8.571456263409509,4.474860692524034,48.76355803717005,75.14492807779757
0.0481110033044501,0.7504210236173123,4.297368524594296,11.527099693522919,2.0845032558987,18.039029089490697,2.9889832895188966,75.39052820481504,57.2962175253438
0.11086223486752898,0.6626693603397384,8,11,8,14,4,56.59477154196916,66.11112204166712
0.03799170594955629,0.7645727577840564,4,12,2,19,3,57.52353644806849,57.35102576183879
