mutation_rate,crossover_rate,n_hidden_neurons,number_of_crossovers,n_elitism,k_tournament,k_tournament_final_linear_increase_factor
0.0481110033044501,0.7504210236173123,4.297368524594296,11.527099693522919,2.0845032558987,18.039029089490697,2.9889832895188966
