Generation,Best Fitness,Average Fitness,Std Fitness,Best Health,Avg Health,Std Health,Lowest Time,Avg Time,Std Time
0,39.40528862039816,-2.817651932415562,7.998817012590196,-50.0,-97.2,8.953211714239758,102.0,233.33,124.26641179337238
0,65.64562995920265,2.616683581416434,14.462355492373598,-20.0,-91.09,16.499148462875297,102.0,210.23,231.06509277690563
1,85.41008172177351,12.126994998412473,18.846832114740057,17.20000000000023,-80.21799999999999,21.92352334822121,102.0,246.34,240.47121324599334
2,85.41008172177351,22.93041944087192,17.153498107077894,17.20000000000023,-68.264,20.10955752869766,147.0,253.94,120.61151023016005
3,85.41008172177351,30.38222339423632,16.09532877555486,17.20000000000023,-59.964,18.965408089466482,133.0,259.3,125.71622806941035
4,85.41008172177351,36.58890678184174,14.966792675729005,17.20000000000023,-52.964,17.66869276432189,162.0,282.44,126.23155865313555
5,86.69237888630938,43.716669170421156,16.323619675498215,23.200000000000244,-44.28799999999999,20.599889708442657,140.0,318.82,121.6584053816258
6,86.85288973525115,49.379771766960445,16.691143632514013,25.60000000000025,-37.39999999999998,21.86586380639929,146.0,337.09,119.31941124561416
7,87.55788117912033,55.825034280495316,15.643632345214733,31.600000000000264,-29.707999999999966,21.508536351876735,184.0,336.16,115.02745063679366
8,87.55788117912033,59.74161523989392,14.806092341126586,31.600000000000264,-25.03599999999996,20.94450534149716,184.0,330.91,107.04196326674881
9,87.55788117912033,62.46547367139159,13.657944784520348,31.600000000000264,-21.87599999999996,19.836184713800257,184.0,327.53,104.11622880223811
10,87.55788117912033,64.90266496423726,12.619782394888187,31.600000000000264,-19.235999999999958,18.563456143725034,184.0,322.59,101.184593194814
11,87.55788117912033,68.11232875366937,11.886188119312422,31.600000000000264,-15.007999999999948,18.377310358156418,216.0,325.27,97.08695638447008
12,88.29288973525115,71.44322944239617,10.632595601598018,40.000000000000284,-10.595999999999936,17.897932394553386,213.0,320.27,87.54437217777051
13,88.29288973525115,74.16536652925608,10.507849719174557,40.000000000000284,-6.535999999999916,18.386405412695648,213.0,320.51,83.54657323912215
14,88.29288973525115,76.52975527097625,8.629952495093537,40.000000000000284,-3.049999999999904,17.1982877054666,198.0,314.37,76.8541026881454
15,88.29288973525115,77.49206945789382,8.228640850072143,40.000000000000284,-1.419999999999897,17.05803036695631,198.0,316.02,84.42665218993349
16,88.29288973525115,78.75563403079869,7.8460939290656935,40.000000000000284,0.6800000000001154,16.865230505391963,198.0,310.48,76.24755471488906
17,88.29288973525115,79.86461161109622,6.9431904263351445,40.000000000000284,2.260000000000127,15.934101794578927,198.0,313.45,78.04285681598284
18,90.25173230259882,81.62921591309177,5.794034998025535,55.60000000000032,5.514000000000153,15.436508802187205,198.0,314.25,81.31990838656915
19,90.25173230259882,82.99997979839567,5.060476180164315,55.60000000000032,8.77200000000018,14.970291112734,198.0,313.9,88.94633213348374
20,90.25173230259882,83.94348141578506,4.148459975239527,55.60000000000032,10.996000000000198,14.535665929017567,198.0,314.69,94.25175807378874
21,90.33521402607651,84.61499880386346,4.173757114870734,55.60000000000032,13.792000000000217,14.953097873016205,175.0,318.68,101.10597212825759
22,90.33521402607651,85.17396633220767,3.387311262434435,55.60000000000032,15.496000000000224,14.252507989824153,175.0,324.02,108.94603985459959
23,90.33521402607651,85.7339186184808,2.2223522555854105,55.60000000000032,17.242000000000235,13.125861343165287,175.0,330.18,115.34568739229049
24,90.33521402607651,86.23493847302275,1.261036665262233,55.60000000000032,19.780000000000246,11.914344295847776,175.0,329.08,119.62070723750134
25,90.33521402607651,86.41416703222812,1.2230764762289832,55.60000000000032,21.28600000000025,11.623192504643484,175.0,318.95,114.29430213269602
26,90.33521402607651,86.4926631996299,1.1836302036151571,55.60000000000032,22.066000000000244,11.192499452758549,175.0,319.86,118.30063567031245
27,90.33521402607651,86.65876904313309,1.1445757824355662,55.60000000000032,23.680000000000245,10.808996253121771,175.0,317.79,115.99054228686059
28,90.33521402607651,86.76961823998336,1.1272070037843327,55.60000000000032,24.694000000000248,10.53696180120249,175.0,315.26,116.96030266718702
29,90.33521402607651,86.84087088158738,1.1328398959609005,55.60000000000032,25.40200000000025,10.455180342777473,175.0,314.95,116.3958225195389
