mutation_rate,crossover_rate,n_hidden_neurons,number_of_crossovers,n_elitism,k_tournament,k_tournament_final_linear_increase_factor,Average Performance
0.13036878680517117,0.38325327989051117,11.421077729746843,2.628105508096494,17.751047884141908,17.614997252199668,2.4189614171319906,52.6818977594348
0.049570682055061877,0.7411602918105493,10.500624885286229,13.218597626091173,3.0971854951739624,6.9180198867920595,4.673518539665078,61.78557601911049
0.07651523066508517,0.6218052367243607,11,10,8,10,4,66.06400821653465
0.07626729137415007,0.6229034986697302,11,10,8,10,4,65.85141529203798
