Generation,Best Fitness,Average Fitness,Std Fitness,Best Health,Avg Health,Std Health,Lowest Time,Avg Time,Std Time
0,39.45092391510478,-0.3287957424760052,10.538147233310601,-50.0,-94.1,11.670047129296437,143.0,342.13,284.4124700149415
0,39.45092391510478,7.670435535656217,12.324648142210552,-50.0,-85.5,13.88344337691482,143.0,237.7,124.54866518754828
1,39.45092391510478,18.469878690034626,8.774477428319013,-50.0,-73.4,9.820386957752733,143.0,251.6,108.677688602583
2,39.45092391510478,23.383488170120167,4.671492632615198,-50.0,-68.0,5.291502622129181,143.0,228.09,39.883855129613536
3,48.10835578817423,24.714011682428808,6.226686135328357,-40.0,-66.5,7.123903424387503,142.0,239.76,89.48297268195778
4,48.12226421822036,26.044359293687805,7.1414080676106115,-40.0,-65.0,8.18535277187245,142.0,247.89,99.92476119561157
5,65.7954422374313,28.94440917167961,9.113267545098072,-20.0,-61.7,10.4933312155864,142.0,279.13,149.67783102383598
6,86.2372099540844,34.40193661716458,11.877530521260596,27.400000000000254,-55.126,14.853677120497819,142.0,374.66,237.99963109215105
7,86.72064962889992,39.53925006154046,11.800578213803504,31.600000000000264,-48.91,15.821033468139838,143.0,450.74,269.40065404523426
8,86.72064962889992,45.08665736438345,11.378268032548451,31.600000000000264,-42.42799999999999,15.688824557627038,214.0,515.82,287.0008146329902
9,86.72064962889992,49.38770755334937,10.480767593774544,31.600000000000264,-37.389999999999986,15.359905598668288,255.0,528.56,282.2299176203685
10,86.72064962889992,51.67409344169865,9.128886548869303,31.600000000000264,-34.789999999999985,13.985517509195054,332.0,542.8,260.7571283781136
11,86.72064962889992,52.78341266264475,9.411769203241603,31.600000000000264,-33.68999999999998,14.209950738830914,332.0,472.89,223.54726099865326
12,86.72064962889992,53.42742695340949,9.889340717857161,31.600000000000264,-32.877999999999986,14.840158894028104,332.0,472.79,226.0421330194882
13,86.72064962889992,55.57727097228813,11.029281848414556,31.600000000000264,-30.217999999999982,16.234558078371023,331.0,494.74,239.2246901973122
14,86.72064962889992,56.459357788904406,10.878312507364068,31.600000000000264,-29.217999999999982,16.031122106702377,328.0,506.3,247.82524084523757
15,86.72064962889992,58.95739896462032,11.389028008661793,31.600000000000264,-25.919999999999973,17.27923609422599,328.0,544.39,255.375601614563
16,86.72064962889992,61.75119238907776,11.315676376458761,31.600000000000264,-22.527999999999967,17.173899266037477,328.0,604.84,271.2447868623469
17,88.38306761075248,66.07281276673648,11.32881730384259,51.40000000000031,-15.989999999999947,19.676674007565502,392.0,647.72,243.70035207196563
18,88.38306761075248,69.99687863282276,11.324230758532172,51.40000000000031,-10.155999999999928,20.66096958034652,392.0,658.65,240.11765345346853
19,88.38306761075248,73.80819425073766,9.919467924607062,51.40000000000031,-4.203999999999906,19.899004598220593,392.0,748.59,233.58570568423062
20,89.23760523667572,77.80701649050658,8.36247157703275,60.40000000000033,3.1280000000001267,20.114661717264962,495.0,746.63,193.77190998697412
21,89.8985943482359,81.48213904238179,6.188938981985201,65.20000000000033,11.120000000000168,18.980832436961343,495.0,811.01,204.36430681506005
22,89.8985943482359,83.86650297914656,3.9783346409913767,65.20000000000033,16.528000000000212,16.090084400027308,610.0,804.31,193.13092424570436
23,89.8985943482359,85.55455521609423,1.2117226579416913,65.20000000000033,22.270000000000252,12.418514403905183,626.0,805.39,165.526728657338
24,89.8985943482359,85.95529682384223,1.1043390892260896,65.20000000000033,26.266000000000254,11.467974712214907,626.0,804.41,164.3535880350654
25,89.8985943482359,86.1903617880806,1.0419976150853985,65.20000000000033,28.672000000000263,10.905907390034107,626.0,808.67,163.03601166613467
26,89.8985943482359,86.31727136454887,1.045426796654805,65.20000000000033,30.040000000000262,10.904494486219916,626.0,815.97,158.5361444592368
27,89.8985943482359,86.53165484395542,1.017389148957091,65.20000000000033,32.23000000000027,10.644674724950525,626.0,819.84,159.95741433269043
28,89.8985943482359,86.62633932751825,0.9719128240403635,65.20000000000033,33.37000000000026,10.18105593737705,626.0,836.53,165.88522869743406
29,89.8985943482359,86.81637486609651,0.9957146591452911,65.20000000000033,35.38600000000028,10.4784447319247,626.0,845.89,164.64312284453302
