Generation,Best Fitness,Average Fitness,Std Fitness,Best Health,Avg Health,Std Health,Lowest Time,Avg Time,Std Time
0,38.90417543756777,-2.2100146469283284,7.556313322154269,-50.0,-96.4,8.42852300228219,102.0,276.83,210.58680181815765
0,57.00354791138098,2.3709955009012003,11.461256875395302,-30.0,-91.6,13.016912076218388,102.0,200.94,114.3550453631146
1,57.00354791138098,9.152696738750144,12.46835796683335,-30.0,-83.9,14.205280708243677,102.0,235.98,132.5235058395302
2,75.5446788846423,15.799848943368358,14.240370969035899,-10.0,-76.4,16.156732342896568,122.0,258.8,133.62462347935727
3,75.5446788846423,21.90476262093738,14.637890428086841,-10.0,-69.4,16.54206758540177,131.0,305.64,123.50923204360069
4,75.5446788846423,26.84973053922629,14.779518279059525,-10.0,-63.8,16.6,145.0,329.69,116.63015862117311
5,75.5446788846423,32.97863799434901,14.574772796680998,-10.0,-56.9,16.29079494684038,145.0,356.39,125.79673246948825
6,75.5446788846423,37.75845868593325,14.33615366914895,-10.0,-51.7,16.003437130816614,145.0,322.57,119.27994424881327
7,75.5446788846423,43.364045289332516,11.677617568868602,-10.0,-45.5,13.06713434537198,145.0,313.37,114.79117169887239
8,85.77616819497442,49.70374766320969,11.998961056855185,12.40000000000023,-38.376,13.777526047879576,145.0,303.15,107.45076779623308
9,85.77616819497442,55.42080693220319,11.695886773393845,16.000000000000227,-31.915999999999993,13.764684667655864,168.0,290.39,94.30343525026011
10,85.77616819497442,58.68451465438648,10.645645290850691,16.000000000000227,-28.315999999999995,12.581802096679171,168.0,279.98,78.63268785943922
11,85.77616819497442,61.58628897633119,10.595878890619682,16.000000000000227,-25.111999999999995,12.469428856206706,168.0,273.34,73.3786372181986
12,85.77616819497442,63.65147025259721,10.076175539396374,16.000000000000227,-22.811999999999994,11.862202830840502,176.0,274.25,71.56945926860143
13,86.43616819497441,66.94695358484402,9.305388202765817,19.000000000000234,-19.02199999999999,11.439961363571145,176.0,262.41,57.12706801508371
14,86.85616819497442,68.52046298022175,9.289397964554729,23.200000000000244,-17.03399999999998,11.963278981951431,176.0,257.93,52.90997164996405
15,86.85616819497442,70.96703760841392,7.962875294750816,23.200000000000244,-14.25999999999998,10.639793231073664,176.0,255.43,51.53023481413606
16,86.85616819497442,73.08901749848248,6.935713744362514,23.200000000000244,-11.70799999999997,9.962064846205386,176.0,247.11,38.98432890277836
17,86.85616819497442,74.46073733422968,6.524343909891624,23.200000000000244,-10.097999999999967,9.589431474284657,220.0,243.97,35.16886549207978
18,86.85616819497442,75.39003689292613,5.817364744030451,23.200000000000244,-8.991999999999965,9.066109198548254,220.0,238.73,26.7233437279095
19,86.85616819497442,76.47648545161947,5.31382430381282,23.200000000000244,-7.743999999999958,8.55448794493284,220.0,238.34,26.748913996646667
20,86.85616819497442,77.47477974675554,4.451785925233687,23.200000000000244,-6.603999999999956,7.790762735445178,211.0,236.89,20.498729228905876
21,86.85616819497442,77.74493491990667,4.242259236756265,23.200000000000244,-6.263999999999953,7.630930742707687,223.0,238.53,31.655475039872645
22,86.85616819497442,78.41488235742263,4.377651123876161,23.200000000000244,-5.221999999999939,8.022114185175967,223.0,236.6,22.97215706023272
23,86.85616819497442,78.98399597968277,4.751881327676899,23.200000000000244,-4.353999999999924,8.380351066632091,223.0,236.07,23.137957991145193
24,86.85616819497442,79.27897790671129,5.157797588919435,23.200000000000244,-3.8159999999999137,8.826989520782366,223.0,235.8,23.224986544667793
25,86.85616819497442,79.4592609740615,5.019335315383242,23.200000000000244,-3.6079999999999086,8.68695205466231,220.0,235.96,23.636801814120286
26,86.85616819497442,79.63938425152733,4.705875682817827,23.200000000000244,-3.4079999999999084,8.418214537537143,223.0,235.93,23.628903910253648
27,86.85616819497442,79.84274389523313,4.744064665518672,23.200000000000244,-2.983999999999904,8.677680796157562,223.0,235.71,23.68978471831266
28,86.85616819497442,79.65722283922224,5.550594103607136,23.200000000000244,-3.0979999999998995,9.327100085235594,219.0,241.93,62.05292176843891
29,86.85616819497442,80.61087085397057,4.934326842644729,23.200000000000244,-1.6959999999998856,8.980355449535491,223.0,235.88,23.799697477068907
