mutation_rate,crossover_rate,n_hidden_neurons,number_of_crossovers,n_elitism,k_tournament,k_tournament_final_linear_increase_factor,alpha,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10
0.0969745156648669,0.6334540481876934,10.643589626640356,5.783108352479837,4.9744557191333785,9.543550018097816,4.284246615654462,0.4433695735123754,56.26351834811068,50.51654754454917,68.80803248387667,81.12674136936565,68.2686102537693,53.97185993933202,64.20080694231575,63.14221214107253,60.076284744474066,70.71616023946538
0.1995290914603426,0.42219741360228313,13.159236320014616,9.318818878812628,19.137754515623605,18.268025438388328,2.4625992213999086,0.501800865144414,55.07879671441209,52.92473921391246,59.4580762293769,58.21397171181801,59.75699571029024,60.75826685176579,56.16996193933002,65.59763857994493,55.73329570980429,61.302484722153395
0.06134479652719867,0.7062588347261214,18.305837850504616,4.234352961910789,1.4585462184245237,17.36659717198403,2.2793059697459466,0.7716185898731354,84.84565605182497,72.82744226136015,80.75291477485196,79.51965516016688,83.76754938852658,79.71495925872642,73.83637356883465,85.26631721816909,84.31566477283106,79.74809456834427
0.11619641486943826,0.21559015546567845,19.897060209668044,5.160062759865763,15.654558067147368,13.105002981677591,4.018089759232955,0.36023363622214977,62.95515039836887,63.50018294893656,59.78555280899158,51.055496032100834,68.10650076813711,54.614747095236716,41.704094632711985,82.52188302444307,66.86641445873887,58.12614549320261
0.17444984565063507,0.8167579770212707,7.513450683853609,3.33953475836589,6.884784757476461,7.051093852136248,3.5513778551392354,0.6223599594245693,65.56086842801632,67.63291892206887,71.15205773935524,59.58860735436559,70.36532232173614,74.36596169213699,63.66711979258024,75.16191577283182,77.49134711906594,70.81486060237609
0.07882371173280937,0.8683119111475464,9.159449035666924,8.008590120633539,4.140628935949375,16.344788370236447,3.4036704514928378,0.28382616976774966,57.573159686344624,51.676196279115985,38.3890482559764,59.913475894765305,62.42507010883149,51.248007754449766,60.64618867553144,78.83968222083982,49.954166718835765,48.66978196561366
0.12512908757402094,0.9978214386405726,4.021195408594716,6.680457839598699,13.520716620430948,9.10590720517924,3.195104930118503,0.09878559099410678,19.09251509836856,34.99439606647951,28.20717288662732,23.177081435067166,74.1898681692528,15.04061845200895,47.54943607843253,41.25292834744122,27.373698866815452,47.60950031917518
0.1541804538283034,0.31324837393199256,5.6184612983310895,2.3369079545407847,17.83437543252254,5.317185657987439,4.676359975674009,0.14300711139050398,36.37042921314461,39.119753287387425,40.54138787646685,87.2587682396721,51.974646616529895,57.05653970744423,40.010882761962776,41.05981194574208,57.17040665417986,39.45959563340834
0.027862773959523607,0.46550408917959457,16.493906586880506,7.091793682911603,10.121048778236712,3.3266292814629717,2.672103076086945,0.8438795335803074,90.62687836195572,86.283269739648,91.93455208695637,81.75919727551934,89.14026719192421,91.13713968335269,81.08176516337565,89.00278720030131,84.47622200454386,84.74406287163413
0.037049084602808514,0.5497834006656388,14.58995920356998,8.640789937166826,11.440293807381787,12.641903312498444,4.892590936455508,0.9446339603931934,90.30168009783694,92.94414577437342,90.96998500183503,91.26449084534599,92.59940202753964,91.82922444933541,91.18305035182928,89.45093094821657,92.20415397602353,92.29359246008474
0.062473334087794485,0.5965312262738414,15,7,11,12,3,0.99,94.03279627126201,94.20906424239102,94.02889246928254,93.89682822853989,94.20906424239102,94.22340496697304,94.46106424239102,93.63798249381266,94.30506424239103,93.93882822853989
0.03792588807678882,0.5312296391777614,16,8,11,11,4,0.99,93.45142407327508,94.18612383121042,94.17079627126202,94.26289246928253,94.25075134159975,94.54633644349734,94.60140496697304,94.32306424239101,94.54633644349734,93.92082822853989
0.052236144428367444,0.5628287005796884,15,7,11,11,4,0.9766852629091904,93.30893359244203,93.93507285470129,93.20432506763413,93.69054748472801,94.03505260072863,93.69143161606425,93.66256980021903,92.80894979471857,93.58370004864868,92.00769401528038
0.0453377048295032,0.5731242567911654,17,9,10,14,3,0.9618236563835697,92.1410748792531,91.82185666057929,91.51275672258039,92.72422521759252,92.52412237849933,91.92731802433916,92.39387083623352,92.88954890295791,92.14552548466328,92.99892382229415
0.08132076061247155,0.5780145602080102,16,5,9,12,2,0.99,93.92172932632853,93.79405089685369,93.80254706086822,94.14306424239102,94.02435394814496,94.24614186652393,94.08906424239102,93.89689246928253,93.98532261812773,94.21279627126202
0.04685147928227254,0.5679953310943833,17,6,11,12,3,0.99,93.5765471035353,93.5465471035353,93.7536554962389,94.34889138314541,93.5165471035353,94.09279627126202,93.69016819497439,94.11889246928254,94.2102533262868,94.12506424239102
0.0933658563343882,0.6426568144637248,15,6,10,13,3,0.99,94.30650552318656,94.04089246928254,94.10089246928254,93.85482822853989,94.0168282285399,93.81882822853989,94.02000818918015,93.87853908213776,94.27973296930546,94.22764417492168
0.016220467828431544,0.423884368405356,16,9,12,11,4,0.99,92.90260173740838,93.25003982910275,93.53025778641309,93.73736666659863,93.61736666659864,94.28233644349734,94.08173296930546,93.8641681949744,93.36557298262514,93.58654706086823
0.06922069064554523,0.5485009723331813,15,7,10,12,3,0.99,93.99670783429058,94.28573296930546,94.15973296930547,94.16706424239102,94.15279627126202,94.12489246928254,94.00635394814496,94.1037323025988,93.48791509328336,94.05773296930546
0.07421705926356002,0.603597090470181,16,6,11,12,3,0.99,94.32679627126201,93.97489246928254,93.72198249381266,94.07214186652394,93.9545471035353,94.20079627126202,93.64603982910275,93.55103951986405,94.21489246928253,94.11289246928254
